sensor_id,location,user_name,temperature_c,humidity_pct,light_level_lux,motion_detected,battery_level_pct,event_time
sensor_4949,Port Shannon,Alexandria Lam,27.91650147721185,80.5054042033656,397.3898805581728,0,59.86596950256893,2025-10-13 22:57:59.283843
sensor_4950,Wolfburgh,Eric Gallagher,20.77735266935653,43.27722918457684,637.2127556795142,1,37.718618613592184,2025-10-13 22:58:00.283845
sensor_4951,Port Edwardborough,Kelly Roberts,25.2917278094845,50.916494754501784,277.67583654975067,0,40.56708851928229,2025-10-13 22:58:01.283846
sensor_4952,Port Stephanie,Debra Rodriguez,24.211068690014038,51.07417415862792,400.9021578404052,0,81.75737088431293,2025-10-13 22:58:02.283847
sensor_4953,East Alexis,Bruce Briggs,21.317246530743407,43.46467280792862,237.41822265686292,0,80.46250972445799,2025-10-13 22:58:03.283848
sensor_4954,Andresmouth,Jamie Bowman,21.491588452106356,41.69999691271927,285.6277679747891,0,68.89085686055301,2025-10-13 22:58:04.283849
sensor_4955,West Stephaniefurt,Jason Gibson,25.019240064044574,56.100687015886685,412.9380751740961,0,24.818821983850555,2025-10-13 22:58:05.283851
sensor_4956,Lake Patriciaside,Ricardo Vasquez,20.811790297636307,64.81955695942631,357.26770052541434,1,42.681068744271116,2025-10-13 22:58:06.283852
sensor_4957,East Dianeton,Lisa Becker,26.959503966489574,51.49028479002414,997.1847131581437,0,21.781865215394937,2025-10-13 22:58:07.283853
sensor_4958,Maryshire,Lisa Ward,15.663841777331006,50.578809071620014,220.37333977186447,1,36.83960932721629,2025-10-13 22:58:08.283854
sensor_4959,East Clairefort,Linda Santos,22.61355692777462,40.35651857376941,654.4711582999287,0,35.85359187886705,2025-10-13 22:58:09.283855
sensor_4960,New Michael,Kellie Leonard,18.020780246178205,48.10528705531738,709.3794426775074,0,78.77098022642895,2025-10-13 22:58:10.283857
sensor_4961,Carlsonmouth,Melissa Warren,22.392010910302382,49.74185431411882,360.93325173093257,0,40.351773879931585,2025-10-13 22:58:11.283858
sensor_4962,South Teresaside,Sabrina Cruz,17.126910802570357,49.902731943044145,479.4080236365088,0,95.94495636844161,2025-10-13 22:58:12.283859
sensor_4963,Port Judyhaven,Denise Goodwin,18.722221152528377,67.20489792344154,691.8726729833454,0,71.9355425945632,2025-10-13 22:58:13.283860
sensor_4964,Riosview,Jeremy Brown,20.469320934194144,49.74468416550813,766.9329774397916,0,98.26665811221528,2025-10-13 22:58:14.283861
sensor_4965,West Amyberg,Andrew Perry,20.746316411457762,48.87369473350291,180.66368847604784,0,70.46528967641673,2025-10-13 22:58:15.283863
sensor_4966,Jonathanbury,Nicholas Miller,19.42071921159902,36.240203723123656,251.8193216728005,0,83.79285656401085,2025-10-13 22:58:16.283864
sensor_4967,Andrewmouth,Brandon Harvey,21.9926420791198,69.3064974589583,478.8949580704113,0,27.792666744697048,2025-10-13 22:58:17.283865
sensor_4968,Valerieport,Benjamin Henry,17.952209854782208,52.3575857194861,995.5491017094034,0,43.69705159649858,2025-10-13 22:58:18.283866
sensor_4969,East Thomasmouth,Sara Smith,21.394364719696505,36.795309168104865,829.6687398572744,0,97.71348731315521,2025-10-13 22:58:19.283867
sensor_4970,Trujilloland,Jessica Hernandez,13.686744668504872,56.79970166274071,335.50284275673187,0,88.85656999657601,2025-10-13 22:58:20.283868
sensor_4971,North Jamesmouth,Michael Nicholson,23.244915784723656,46.86104143573024,538.2757288210196,0,82.60606206811343,2025-10-13 22:58:21.283870
sensor_4972,Kellermouth,Amanda Taylor,23.47419037834981,23.898017470669988,902.7050583371847,0,59.667656365909096,2025-10-13 22:58:22.283871
sensor_4973,Lewishaven,Kenneth Smith,18.677263291608952,54.705352853419186,381.4402300376227,0,39.29937432720901,2025-10-13 22:58:23.283872
sensor_4974,West Michaelmouth,Patricia Chung,25.09650033093403,52.60104311545584,645.6862224762508,0,65.05091638826008,2025-10-13 22:58:24.283873
sensor_4975,West Crystalshire,Natasha Palmer,23.797054913684526,41.96366350696627,398.04110984993093,0,68.06631315477539,2025-10-13 22:58:25.283874
sensor_4976,East Kimberly,David Jensen,18.772821305021157,45.42826364698477,596.5976723047139,0,99.28286139901995,2025-10-13 22:58:26.283876
sensor_4977,Barnesview,Chris Mills,23.28809177775048,46.18068129297387,409.38598409511377,1,47.433022640552885,2025-10-13 22:58:27.283877
sensor_4978,Smithside,Stephanie Gonzalez,21.682379543700012,56.254831301737994,779.698041904945,0,57.12657862761049,2025-10-13 22:58:28.283878
sensor_4979,Lake Franciscotown,Kimberly Lutz,21.47660375645083,31.611239953254437,926.2071093292656,0,73.5980951890319,2025-10-13 22:58:29.283879
sensor_4980,New Jonathanberg,Jeffrey Romero,26.53251338569078,40.4841208068746,315.5201079505706,0,65.69593098113577,2025-10-13 22:58:30.283880
sensor_4981,Laurenport,Joseph Maldonado,27.318890571144472,51.18134695550103,591.4607014323065,0,33.56607170980524,2025-10-13 22:58:31.283882
sensor_4982,South Cassandrabury,Phillip Smith,19.10390697205942,67.47891064913418,505.00906155545914,1,48.96294305008681,2025-10-13 22:58:32.283883
sensor_4983,Mikaylaside,Christopher Romero,21.014220485818743,41.74754349610194,364.7847830341255,0,92.7284472389795,2025-10-13 22:58:33.283884
sensor_4984,Brightland,Douglas Bowman,17.038198620171215,48.96759691522254,107.26139962926169,0,41.6759459673705,2025-10-13 22:58:34.283885
sensor_4985,West Keithstad,Matthew West,21.642440853988248,65.66609752197841,299.57117154442324,0,55.916511611980994,2025-10-13 22:58:35.283886
sensor_4986,Port Garrettchester,Edward Garrett,23.95007719541034,50.443916696523154,554.6813666772962,0,99.18100771599897,2025-10-13 22:58:36.283888
sensor_4987,Lake Jason,Jorge Garcia,22.146664033866703,52.570558904138736,671.7179390337664,0,58.85756640508835,2025-10-13 22:58:37.283889
sensor_4988,Jessicastad,Joshua Padilla,16.89034482930385,48.294063052169825,682.2684059799772,0,33.24735710908092,2025-10-13 22:58:38.283890
sensor_4989,Cobbburgh,Adam Woods,24.429258991541758,39.0890787891053,652.6371245033209,0,38.366083146379125,2025-10-13 22:58:39.283891
sensor_4990,North Cynthia,Grant Thompson,20.42864299419213,52.841846882303386,743.5871596143517,0,86.27954367990756,2025-10-13 22:58:40.283892
sensor_4991,South Mirandaburgh,Amy Shelton,24.80651258284981,50.26258740594998,959.5064408778971,0,46.742839126623544,2025-10-13 22:58:41.283893
sensor_4992,South Michelle,Karen Ramirez,23.366648017419568,48.86556688773145,318.03348001271877,1,50.220524005031606,2025-10-13 22:58:42.283895
sensor_4993,Sandersborough,Monica Mccormick,20.241115381378897,45.56309764012405,635.7523617447013,0,27.474506716528904,2025-10-13 22:58:43.283896
sensor_4994,Lindaside,Deborah Jones,29.574459441152783,55.58056387950971,553.6666209857125,0,37.479875403312576,2025-10-13 22:58:44.283897
sensor_4995,East Johnnyburgh,Robin White,20.198395902707663,39.97920458351454,819.1753579903784,0,73.56436657249546,2025-10-13 22:58:45.283898
sensor_4996,Jenniferborough,Karen Fisher,17.051998409481698,66.10807619382885,264.6910867815633,0,39.71721852105884,2025-10-13 22:58:46.283900
sensor_4997,Kelliburgh,Alex Henry,22.04281784778789,63.96226127125104,264.8598528289915,0,79.92002010486564,2025-10-13 22:58:47.283901
sensor_4998,Johnstad,Latasha Martinez,23.403364756649633,47.91646292400226,963.6245720100684,0,31.09378162973328,2025-10-13 22:58:48.283902
sensor_4999,Charlesfort,Brian Franklin,21.770362546336685,48.08359093032272,601.757965084938,0,91.55200452565994,2025-10-13 22:58:49.283903
sensor_5000,Lake Jeffrey,Leon Byrd,19.71209287341938,51.3905796720393,107.35107867871145,0,50.407433701925925,2025-10-13 22:58:50.283904
sensor_5001,South Carlos,Jeremy Black,25.71314380243623,57.941491782710756,574.9637215266374,0,67.85400655648829,2025-10-13 22:58:51.283906
sensor_5002,Wrightton,Trevor Davis,24.931142081301903,62.340199755885266,649.2079823132151,0,48.35933477479006,2025-10-13 22:58:52.283907
sensor_5003,Tracyland,Sarah Taylor,22.10934682512225,37.23717537118097,907.071696125046,0,53.02629786200673,2025-10-13 22:58:53.283908
sensor_5004,Murraymouth,Samantha Parrish,21.750074419747403,50.46455793417076,871.7423193599282,1,84.22893755446077,2025-10-13 22:58:54.283909
sensor_5005,New Johnhaven,Stephanie Watson,21.97794692140108,46.64249138855993,274.57536232752466,0,75.4118017910632,2025-10-13 22:58:55.283910
sensor_5006,North Richardland,Brenda Phelps,23.134418635502875,41.12954461868579,763.4833024541757,0,28.73711036351149,2025-10-13 22:58:56.283911
sensor_5007,Christianmouth,Maureen Hawkins,21.939978768669313,44.90542643125911,833.5254168202989,0,98.42189605034152,2025-10-13 22:58:57.283913
sensor_5008,South Mitchell,Lindsey Adams,22.815207494539017,54.51719041685494,391.88477513653555,0,84.4781668209061,2025-10-13 22:58:58.283914
sensor_5009,South David,Christina Brown,17.149036508136227,46.062753351799756,670.6294477230211,0,59.12125882450876,2025-10-13 22:58:59.283915
sensor_5010,South Amber,Dustin Mann,21.113530699860092,68.08502171187513,449.54146079553925,0,77.21009563672986,2025-10-13 22:59:00.283916
sensor_5011,East Pamela,Mary Gay,24.459893210987353,37.637471958002365,801.6433764733949,0,75.93371172587662,2025-10-13 22:59:01.283917
sensor_5012,Sandersmouth,Michael Calhoun,18.045383576765346,52.99218127667481,146.21380026883298,1,57.48407666823954,2025-10-13 22:59:02.283919
sensor_5013,New Anthony,Michael Wolfe,16.1857877108554,51.379190492639644,678.8317825140616,1,70.47708277744992,2025-10-13 22:59:03.283920
sensor_5014,Wattsside,Maria Brown,19.525076134473426,49.10512299019665,412.1228550745914,0,62.93786306878265,2025-10-13 22:59:04.283921
sensor_5015,Smithfurt,Sheila Beard,26.01400049012329,57.04653778366728,664.2462142931047,0,78.66992243600467,2025-10-13 22:59:05.283922
sensor_5016,Patelport,Sarah Richardson,24.299380365903918,51.82780011204114,505.6885935236101,0,32.60123636534574,2025-10-13 22:59:06.283923
sensor_5017,Isaacborough,Deborah Cook,23.510364768662832,58.52808694062634,840.3804744785282,1,21.655944342854568,2025-10-13 22:59:07.283925
sensor_5018,East Laura,Edwin Pearson,17.59788738870961,63.06791064010092,129.46033507697723,0,76.08546463341398,2025-10-13 22:59:08.283926
sensor_5019,New Stacey,Paul Beck,25.467866788986605,62.78210273495552,109.49825844906252,0,25.53491659946216,2025-10-13 22:59:09.283927
sensor_5020,South Robert,Amy Sutton,25.679643034558417,50.63468402305866,956.8284991252361,0,24.443424997489878,2025-10-13 22:59:10.283928
sensor_5021,Kevinchester,Andrew Moss,18.936908291907113,58.613728690679984,399.7641000434638,1,97.0672312581135,2025-10-13 22:59:11.283929
sensor_5022,Laurahaven,Joel Mcpherson,24.2836708396458,62.391534385699615,295.73943187881815,0,82.96438979194323,2025-10-13 22:59:12.283930
sensor_5023,South Hannahborough,David Delacruz,16.129150780999737,48.67903696179353,553.5620860700024,0,49.28484265719877,2025-10-13 22:59:13.283932
sensor_5024,Johnside,Rebecca Kent,21.73559253010392,46.61668290587302,508.6267461868984,0,34.54759674702815,2025-10-13 22:59:14.283933
sensor_5025,Lake Kendrahaven,Jeffrey Parker,17.036332773986416,26.377770396270034,358.25054155238166,0,60.883607485640525,2025-10-13 22:59:15.283934
sensor_5026,South Patricia,Scott Jones,20.625415743552328,39.52868441070269,337.69462732221,1,68.69109146582588,2025-10-13 22:59:16.283935
sensor_5027,North Stephaniehaven,Jamie Johnson,21.073387857941725,50.906370928805146,574.5339410198935,0,81.36326346492928,2025-10-13 22:59:17.283936
sensor_5028,New Patrick,Tina Jones,21.604237434954936,45.220950915817525,559.4878830415946,0,41.163452543180995,2025-10-13 22:59:18.283937
sensor_5029,North Maria,Susan Mooney,21.450509516916746,42.990103389742984,737.9520868205633,0,25.075854944349125,2025-10-13 22:59:19.283939
sensor_5030,Lake Christopher,Joyce Blevins,24.878298357448244,32.81978511273174,747.2877487124233,0,32.506684434674604,2025-10-13 22:59:20.283940
sensor_5031,North Michael,Regina Reynolds,15.478730857543049,52.84272131845319,857.6961086883503,0,67.23592354233375,2025-10-13 22:59:21.283941
sensor_5032,Littleburgh,Jennifer Murphy,23.252114311252885,52.04938386594397,789.1474806199358,0,87.3028019422597,2025-10-13 22:59:22.283942
sensor_5033,Coreyside,Kayla Edwards,18.952725884574267,57.246057302826685,165.35713595711118,1,40.223464647735916,2025-10-13 22:59:23.283943
sensor_5034,Kellyfurt,Michael Scott,23.814182408231833,38.932623819562366,371.1668980956276,1,34.61136915153206,2025-10-13 22:59:24.283944
sensor_5035,Haroldshire,Matthew Rosales,21.353020117487944,40.7174789245866,882.4138818634987,0,28.128970512231604,2025-10-13 22:59:25.283946
sensor_5036,Scottchester,James Henry,20.460043464190758,38.3580091221585,714.9217567807541,0,50.66003400413636,2025-10-13 22:59:26.283947
sensor_5037,East Tamaraport,Alice Warner,25.987853632387253,38.70850269684376,129.21883094745272,1,25.95178814148187,2025-10-13 22:59:27.283948
sensor_5038,Port Nichole,Tony Hester,20.10063165745609,52.673132204998474,359.7532491704922,0,79.6980274428035,2025-10-13 22:59:28.283949
sensor_5039,Jamesbury,Kristen Dixon,17.62827206737473,52.800497227913674,102.07748334870968,0,43.24013775592221,2025-10-13 22:59:29.283950
sensor_5040,Michaelmouth,Debra Davis,25.01087645164477,50.471113659753435,221.7401905842995,0,67.92234599229778,2025-10-13 22:59:30.283951
sensor_5041,North Jenniferhaven,Marie Rojas,25.4631893945618,52.84166043214413,830.0464875052859,0,65.57251371035645,2025-10-13 22:59:31.283953
sensor_5042,Lake Nathanielview,Emily Pope,19.988643419918862,35.54105899297149,549.1649866472551,0,20.288632187904312,2025-10-13 22:59:32.283954
sensor_5043,North Michael,Michael Graham,22.935720422294313,41.905279132480295,270.5477198908863,0,60.66618966117895,2025-10-13 22:59:33.283955
sensor_5044,Burnetttown,Pamela Vasquez,19.680100615726083,53.86835946116381,360.5087698740893,1,66.16357279423377,2025-10-13 22:59:34.283956
sensor_5045,West Zacharyburgh,Jackie Moore,22.18572301258084,41.10605505641985,889.7902259024482,0,20.900291855408277,2025-10-13 22:59:35.283957
sensor_5046,Simmonsbury,Mrs. Carol Owen,19.210836564913592,48.47394492774421,311.3845035272451,0,38.52245360737019,2025-10-13 22:59:36.283958
sensor_5047,Port Russellbury,Samantha Jordan,18.27886644029598,39.68914839042117,170.47768708966294,0,91.13558908686599,2025-10-13 22:59:37.283960
sensor_5048,Ianville,Nathan Bennett,24.79848985289728,52.99865340251488,139.2351845311467,0,42.56546010489252,2025-10-13 22:59:38.283961
sensor_5049,Amandaview,Kayla Bates,21.183127014714465,50.001326290751294,748.3694249224804,1,46.33869357477287,2025-10-13 22:59:39.283962
sensor_5050,Tuckerborough,Terri Pearson,17.28576266252408,43.93197761661761,467.55882839754884,0,47.364611410944775,2025-10-13 22:59:40.283963
sensor_5051,Kaitlynborough,Heather Massey,26.07094218857393,53.18622641401958,669.8751353341237,0,96.19084782402803,2025-10-13 22:59:41.283964
sensor_5052,Wilsonchester,Debra Gay,20.99025292400881,40.545444609267065,792.1417407517024,0,52.71634240053676,2025-10-13 22:59:42.283966
sensor_5053,Lisaborough,Taylor Bradshaw,25.863095278106584,47.53241342603714,593.9535072184851,0,86.59941750397792,2025-10-13 22:59:43.283967
sensor_5054,North Noahhaven,Paul Allen,22.83651921693171,69.64546326033786,220.2883847406428,0,58.15632543201779,2025-10-13 22:59:44.283968
sensor_5055,Kirkmouth,Jean Mejia,26.03160464665842,45.880229804740516,618.5460522954502,0,80.75836170519565,2025-10-13 22:59:45.283969
sensor_5056,Acostaville,Morgan Anthony,21.755409501772817,43.1503752425821,362.62861449607715,0,33.19485948675649,2025-10-13 22:59:46.283970
sensor_5057,Paulshire,William Baldwin,22.959847139054414,54.55728589519748,480.9889750220994,0,51.21349118273343,2025-10-13 22:59:47.283971
sensor_5058,Carrieport,Richard Duran,18.99187691813203,43.797092301139834,656.8802960958075,0,68.36156739500116,2025-10-13 22:59:48.283973
sensor_5059,Clinechester,Jessica Clements,29.754970252942393,51.33279889920569,746.6749127317859,0,94.01493463037575,2025-10-13 22:59:49.283974
sensor_5060,Shawnland,Alan Bell,14.497233605015293,37.641815567686386,627.1268972230837,1,47.74083922652472,2025-10-13 22:59:50.283975
sensor_5061,Brandonland,Samantha Goodwin,23.036712998902242,58.133017336176636,713.7524713154054,1,91.61061660313904,2025-10-13 22:59:51.283976
sensor_5062,Parkerburgh,Nathan Wood,17.36743535125845,44.57296266699256,897.8678281308273,0,83.40354121875606,2025-10-13 22:59:52.283977
sensor_5063,North Jessicafort,Austin Maxwell,19.28500771433431,57.72026639240491,891.4895324537869,0,50.857014468450075,2025-10-13 22:59:53.283979
sensor_5064,Adamston,Mr. Andrew Robinson,20.960577677861963,36.96445136385293,910.0838376993041,0,52.08716464857314,2025-10-13 22:59:54.283980
sensor_5065,Carlaton,Francisco Kim,19.78891234915823,54.01360428084644,126.82955719449754,0,75.39995232371376,2025-10-13 22:59:55.283981
sensor_5066,North Johntown,Michael Hess,22.38834383345864,50.345521593743065,252.86207891028593,0,54.07007193080644,2025-10-13 22:59:56.283982
sensor_5067,Stephenland,Melissa Hernandez,21.39644244554634,55.188053625012266,700.1198385011834,1,70.24074712647723,2025-10-13 22:59:57.283983
sensor_5068,Beltrantown,Matthew Brown,24.176307765797997,49.23589329362273,330.95849082755024,0,50.72621495623164,2025-10-13 22:59:58.283984
sensor_5069,Warrenberg,Angel Davis,27.148617538246945,38.303934460201205,111.07338649611572,0,91.14599160529438,2025-10-13 22:59:59.283986
sensor_5070,Mackenzieberg,Rachael Baker,21.878684000821146,48.97031610450272,132.18486026415272,0,75.59113683379027,2025-10-13 23:00:00.283987
sensor_5071,Port Aaron,John Huang,22.904412629943007,47.40692854502342,705.971126054186,0,81.5291599800851,2025-10-13 23:00:01.283988
sensor_5072,Markville,Amber Rowland,23.297777458610522,56.94116511711802,151.13101855580302,0,80.68998118255612,2025-10-13 23:00:02.283989
sensor_5073,Loveburgh,Katherine Gibson,20.20747528330744,58.498397096729015,575.3999318431227,0,66.47835159951975,2025-10-13 23:00:03.283990
sensor_5074,New Samantha,Ashley Bradford,24.60250525202366,46.64226767507462,151.97844604055257,0,52.25893383636058,2025-10-13 23:00:04.283991
sensor_5075,Port Ericview,Chad Vang,20.71615121826337,48.01326983048612,277.50980759951267,0,26.715891403617597,2025-10-13 23:00:05.283993
sensor_5076,South Garrettbury,Micheal Carter,22.839919587189975,45.89683974645412,390.83598413495395,0,99.23072743341065,2025-10-13 23:00:06.283994
sensor_5077,North Christopher,Charles Fernandez,23.59725912125226,44.729057131513784,300.0017583496533,0,47.96154171502415,2025-10-13 23:00:07.283995
sensor_5078,Ingramborough,Daniel Barry,18.69639078444812,48.184121772185314,341.2353358355455,0,84.88810586908178,2025-10-13 23:00:08.283996
sensor_5079,East Mark,Allison Davis,22.69003682701834,54.89073797376891,916.7366482897199,0,54.3523091295162,2025-10-13 23:00:09.283997
sensor_5080,West Savannah,Heather Garner,30.27749460998487,58.40793589834266,501.94774125166737,0,23.45333459668285,2025-10-13 23:00:10.283999
sensor_5081,Onealshire,John Morrison,18.08017440972855,35.99352653549549,608.6556468521419,0,94.45667677986712,2025-10-13 23:00:11.284000
sensor_5082,Danielbury,Shannon Kramer,24.707046564372828,66.06612859977375,309.0389126344354,0,68.69276390331416,2025-10-13 23:00:12.284001
sensor_5083,Stephanieland,Christopher Smith,20.847331672062165,47.8420589863199,514.8271990817402,0,63.45131442809233,2025-10-13 23:00:13.284002
sensor_5084,Jacksonville,Jaclyn Moore,20.30444960195394,72.8453387051893,549.1406613619158,1,81.98428856841225,2025-10-13 23:00:14.284004
sensor_5085,Thompsonland,Rhonda Flores,19.51728161748344,50.755767646450906,411.3332686764845,0,57.91820989993812,2025-10-13 23:00:15.284005
sensor_5086,New Jose,Daniel Mcguire,13.64438106394564,48.783644070927814,729.149167963149,0,72.44588153543818,2025-10-13 23:00:16.284006
sensor_5087,Williamshire,Holly Barton,22.98558173254767,52.84702965928795,470.65210417280355,0,45.70690902938493,2025-10-13 23:00:17.284007
sensor_5088,Gonzalezborough,Michael Dominguez,21.430017751699047,55.853657006794904,371.9322496600168,0,31.945832582937676,2025-10-13 23:00:18.284008
sensor_5089,Lake Kaitlyn,James Lopez,17.672971986704674,44.619587636730344,434.3405174672528,0,74.7463046294288,2025-10-13 23:00:19.284009
sensor_5090,Martinezport,Eric Thompson,26.860486992613115,35.762227641897425,688.0194032000932,0,58.77948983791775,2025-10-13 23:00:20.284011
sensor_5091,Smithburgh,Emily Clark,19.38889409424489,49.48270053131696,438.4497610463064,0,36.483932259722565,2025-10-13 23:00:21.284012
sensor_5092,West Elizabethton,Amy Greer,19.53277465184174,58.68095234162216,776.5443049523237,0,47.933263487494116,2025-10-13 23:00:22.284013
sensor_5093,East Steven,Emily Mccoy,24.33344604390718,60.51422894480485,248.25368553262348,0,87.71718554575892,2025-10-13 23:00:23.284014
sensor_5094,Ashleymouth,Jennifer Wheeler,21.5560686571695,62.67331724657498,729.2280618944783,0,21.266908744388815,2025-10-13 23:00:24.284015
sensor_5095,New John,Carol Miller,24.632918366408777,57.35273579318266,378.87457659060976,0,77.44874471047802,2025-10-13 23:00:25.284016
sensor_5096,Margaretville,Brian Miles,21.907134475552642,60.72481212061032,538.2449000805234,0,73.04712296899243,2025-10-13 23:00:26.284018
sensor_5097,Peterland,Vincent Lynn,21.178148240460093,54.93994415604975,829.0133301513903,1,35.42515528305835,2025-10-13 23:00:27.284019
sensor_5098,Lake Kevinland,Louis Townsend,22.119434619024226,59.953844980966245,626.4359375809651,0,65.49067336674923,2025-10-13 23:00:28.284020
sensor_5099,Port Kent,Regina Ramos,23.709451520194886,36.06005252350603,394.86225790227576,0,37.37816172857709,2025-10-13 23:00:29.284021
sensor_5100,New Donna,Whitney Riley,21.377981743328082,67.08996981794468,919.0495040041619,0,32.21952137804507,2025-10-13 23:00:30.284022
sensor_5101,Serranoborough,Brianna Delgado,22.3929838251389,46.64089180397568,412.2738786231411,0,30.332143590637102,2025-10-13 23:00:31.284024
sensor_5102,Sextonborough,Hannah Joyce,18.708823474779408,42.80124184785544,205.11685260494005,0,49.92568509252489,2025-10-13 23:00:32.284025
sensor_5103,Lake Roseborough,Reginald Jensen,19.17799515099039,41.61848700962814,356.09670673190016,0,95.90034890702776,2025-10-13 23:00:33.284026
sensor_5104,East Brittany,Donna Anderson,20.290335558830183,44.57603737072427,174.07081413927864,0,39.71983271366242,2025-10-13 23:00:34.284027
sensor_5105,West Timothyborough,Nancy Herring,23.94536274736791,39.94199221960657,622.3021028336753,0,59.520532766960926,2025-10-13 23:00:35.284028
sensor_5106,Hallview,Jerome Kim,23.327030689115894,53.67979154127713,132.55869689101507,0,88.63984653488194,2025-10-13 23:00:36.284030
sensor_5107,Duncanburgh,Aaron Mayer,21.566560827426468,48.750441182075086,919.707502843958,0,51.63805726268262,2025-10-13 23:00:37.284031
sensor_5108,Breannafurt,Joseph Adams,18.209762546573554,50.06855736858047,281.9417395652572,1,42.27123094965111,2025-10-13 23:00:38.284032
sensor_5109,Danielsberg,Ricky Ramos,26.054500684747307,32.983708046122004,659.9324029565146,0,54.217661295554834,2025-10-13 23:00:39.284033
sensor_5110,Bennettport,Joanna Orr,21.250789117607216,59.52984505485193,819.416294202527,0,60.18206127011561,2025-10-13 23:00:40.284034
sensor_5111,Shannonfort,Kristin Dunn,20.237914541093918,35.91437433614875,843.2521784425246,0,96.90484872729756,2025-10-13 23:00:41.284035
sensor_5112,New Jamesborough,Thomas Harrison,26.472346807725028,67.24443188633649,723.7193983841988,0,54.810925609440076,2025-10-13 23:00:42.284037
sensor_5113,Mullinsborough,Marissa Lopez,23.769046952550127,51.58361005650107,229.20225111694214,0,40.838491978055835,2025-10-13 23:00:43.284038
sensor_5114,West John,Katherine Robinson,21.6077455951263,48.88092413491322,297.3831900437157,0,81.48436608541722,2025-10-13 23:00:44.284039
sensor_5115,Judithborough,Sheryl Jones,25.47338939975551,65.1843588988315,673.565788287888,1,80.96324066352653,2025-10-13 23:00:45.284040
sensor_5116,South Joshua,Shannon Cruz,19.884339018372554,48.68165447676415,534.9806330643441,0,84.90903456728185,2025-10-13 23:00:46.284041
sensor_5117,Lake Lisa,Casey Bryant,19.618082857103182,58.73305784686774,437.7569943947881,0,53.31681226633747,2025-10-13 23:00:47.284043
sensor_5118,Patriciamouth,Joel Thompson,25.27974631567519,23.017230872967392,490.1920135385168,0,94.95172658267504,2025-10-13 23:00:48.284044
sensor_5119,Danaburgh,Andrew Hoffman,17.35655057519326,45.01323785865858,420.4206943959083,0,41.74538818686034,2025-10-13 23:00:49.284045
sensor_5120,South Michaelview,Joseph Estrada,20.95879721251639,46.26253161990675,107.06901881846314,0,55.06396961929311,2025-10-13 23:00:50.284046
sensor_5121,Brandiborough,Victoria Donovan,24.861530871899177,59.8025178802055,527.9154663063905,0,61.43863314768119,2025-10-13 23:00:51.284047
sensor_5122,Halefort,Karen Miller,18.648373554291915,67.70702865563507,547.2998608765387,0,65.86595294140027,2025-10-13 23:00:52.284049
sensor_5123,South Susan,Morgan Morales,24.002277136169734,48.60701042523206,326.05763776936425,0,46.03429565618129,2025-10-13 23:00:53.284050
sensor_5124,Ewingbury,Amy Wolfe,21.948615815173483,53.38629742308938,772.7244506388234,0,30.823501716004984,2025-10-13 23:00:54.284051
sensor_5125,South Abigailburgh,Sherri Chandler,21.00206461392171,44.06712225391779,608.6507578011401,0,34.853002562201766,2025-10-13 23:00:55.284052
sensor_5126,Lowemouth,Frank Robinson,22.459496104368185,34.838842036597285,305.3711899259227,0,59.82448757322046,2025-10-13 23:00:56.284054
sensor_5127,Bakermouth,Danielle Lawson,28.10494440703291,44.06202407990413,753.4149828019937,0,94.62740306856274,2025-10-13 23:00:57.284055
sensor_5128,West Nicholas,Patricia Nichols,23.227635163499563,38.20566561667206,751.6509038503995,1,43.40796211860885,2025-10-13 23:00:58.284056
sensor_5129,Port Kaylahaven,Barbara White,21.42622152416325,45.26646656843655,281.7548400535229,0,94.16433786986349,2025-10-13 23:00:59.284057
sensor_5130,North Jamesborough,Amanda Shah,20.482557845287463,50.20362040720357,230.44064226232274,1,36.06385362497577,2025-10-13 23:01:00.284058
sensor_5131,Nicolebury,Stephen Rivera,21.86950967003868,49.605999036177536,172.21755442855635,0,24.926345640604374,2025-10-13 23:01:01.284060
sensor_5132,Jeffreymouth,Lisa Conway,19.02553704382808,57.33469518603625,506.69154640310563,0,52.86027228059829,2025-10-13 23:01:02.284061
sensor_5133,West Trevorshire,Mr. Darryl Figueroa MD,26.606667245748334,50.82194627004981,742.4773092780532,0,36.32033287972629,2025-10-13 23:01:03.284062
sensor_5134,New Markton,Donna Rivera,22.030634066086563,46.341023488939356,354.03239192856114,0,66.01987703897535,2025-10-13 23:01:04.284063
sensor_5135,Port Russellburgh,Christy Mcbride,24.690744239418663,53.13565243763339,857.5093605832816,0,95.60701843080115,2025-10-13 23:01:05.284064
sensor_5136,Tylerview,Dylan Johnson,29.899586637488696,70.85320132317025,892.1391567362068,0,62.04044250026083,2025-10-13 23:01:06.284066
sensor_5137,Frostville,Jason Nelson,22.620233388061948,54.239775267200784,953.2466242168949,0,50.13628688445376,2025-10-13 23:01:07.284067
sensor_5138,Mathisshire,Stephanie Rowe,27.004204918732817,50.02002119130702,742.323144676888,0,27.268967828477244,2025-10-13 23:01:08.284068
sensor_5139,Port Michael,Michael Copeland,23.884841857838907,52.456097288169815,710.9245136501702,0,60.339378465653084,2025-10-13 23:01:09.284069
sensor_5140,South Jamesborough,Lynn Sanchez,21.85169861032909,35.17440659117391,235.85846825295326,0,90.45021729886186,2025-10-13 23:01:10.284070
